# Segment tree (bottom-up target delays, SS corner)
# node_delay = cumulative arrival from root at logical node
# fanout==1 FF merged with parent as one logical node
logical_id	name	kind	level	parent	repr_nodes	seg_in_edge_delay	seg_node_delay
27758	FF_22440	FF	10	27754	27758	0.000000	0.424000
27759	FF_22441	FF	10	27754	27759	0.000000	0.424000
27760	BUF_11322	BUF	9	27750	27760	0.063000	0.424000
27761	FF_22442	FF	10	27760	27761	0.000000	0.424000
27762	FF_22443	FF	10	27760	27762	0.000000	0.424000
27763	FF_22444	FF	10	27760	27763	0.000000	0.424000
27764	FF_22445	FF	10	27760	27764	0.000000	0.424000
27765	FF_22446	FF	10	27760	27765	0.000000	0.424000
27766	BUF_11323	BUF	9	27750	27766	0.063000	0.424000
27767	FF_22447	FF	10	27766	27767	0.000000	0.424000
27768	FF_22448	FF	10	27766	27768	0.000000	0.424000
27769	FF_3890	FF	9	27750	27769	0.000000	0.361000
27770	FF_1304	FF	8	27733	27770	0.000000	0.322000
27771	FF_1305	FF	8	27733	27771	0.000000	0.322000
27772	BUF_448	BUF	6	27596	27772	0.063000	0.259000
27773	BUF_1307	BUF	7	27772	27773	0.063000	0.322000
27774	BUF_3844	BUF	8	27773	27774	0.039000	0.361000
27775	BUF_11324	BUF	9	27774	27775	0.039000	0.400000
27776	FF_22449	FF	10	27775	27776	0.000000	0.400000
27777	FF_22450	FF	10	27775	27777	0.000000	0.400000
27778	FF_22451	FF	10	27775	27778	0.000000	0.400000
27779	FF_22452	FF	10	27775	27779	0.000000	0.400000
27780	FF_3891	FF	9	27774	27780	0.000000	0.361000
27781	FF_3892	FF	9	27774	27781	0.000000	0.361000
27782	FF_3893	FF	9	27774	27782	0.000000	0.361000
27783	BUF_3845	BUF	8	27773	27783	0.039000	0.361000
27784	BUF_11325+FF_22453	BUF+FF	9	27783	27784+27785	0.063000	0.424000
27786	BUF_11326	BUF	9	27783	27786	0.063000	0.424000
27787	FF_22454	FF	10	27786	27787	0.000000	0.424000
27788	FF_22455	FF	10	27786	27788	0.000000	0.424000
27789	FF_22456	FF	10	27786	27789	0.000000	0.424000
27790	FF_22457	FF	10	27786	27790	0.000000	0.424000
27791	FF_3894	FF	9	27783	27791	0.000000	0.361000
27792	FF_3895	FF	9	27783	27792	0.000000	0.361000
27793	FF_3896	FF	9	27783	27793	0.000000	0.361000
27794	FF_1306	FF	8	27773	27794	0.000000	0.322000
27795	FF_1307	FF	8	27773	27795	0.000000	0.322000
27796	BUF_1308	BUF	7	27772	27796	0.063000	0.322000
27797	BUF_3846	BUF	8	27796	27797	0.063000	0.385000
27798	BUF_11327	BUF	9	27797	27798	0.063000	0.448000
27799	FF_22458	FF	10	27798	27799	0.000000	0.448000
27800	FF_22459	FF	10	27798	27800	0.000000	0.448000
27801	FF_22460	FF	10	27798	27801	0.000000	0.448000
27802	FF_22461	FF	10	27798	27802	0.000000	0.448000
27803	BUF_11328	BUF	9	27797	27803	0.063000	0.448000
27804	FF_22462	FF	10	27803	27804	0.000000	0.448000
27805	FF_22463	FF	10	27803	27805	0.000000	0.448000
27806	FF_22464	FF	10	27803	27806	0.000000	0.448000
27807	FF_22465	FF	10	27803	27807	0.000000	0.448000
27808	FF_22466	FF	10	27803	27808	0.000000	0.448000
27809	BUF_11329+FF_22467	BUF+FF	9	27797	27809+27810	0.063000	0.448000
27811	BUF_11330	BUF	9	27797	27811	0.063000	0.448000
27812	FF_22468	FF	10	27811	27812	0.000000	0.448000
27813	FF_22469	FF	10	27811	27813	0.000000	0.448000
27814	FF_22470	FF	10	27811	27814	0.000000	0.448000
27815	FF_22471	FF	10	27811	27815	0.000000	0.448000
27816	BUF_11331	BUF	9	27797	27816	0.063000	0.448000
27817	FF_22472	FF	10	27816	27817	0.000000	0.448000
27818	FF_22473	FF	10	27816	27818	0.000000	0.448000
27819	FF_22474	FF	10	27816	27819	0.000000	0.448000
27820	FF_22475	FF	10	27816	27820	0.000000	0.448000
27821	FF_22476	FF	10	27816	27821	0.000000	0.448000
27822	BUF_3847	BUF	8	27796	27822	0.063000	0.385000
27823	BUF_11332	BUF	9	27822	27823	0.020000	0.405000
27824	FF_22477	FF	10	27823	27824	0.000000	0.405000
27825	FF_22478	FF	10	27823	27825	0.000000	0.405000
27826	FF_22479	FF	10	27823	27826	0.000000	0.405000
27827	BUF_11333	BUF	9	27822	27827	0.020000	0.405000
27828	FF_22480	FF	10	27827	27828	0.000000	0.405000
27829	FF_22481	FF	10	27827	27829	0.000000	0.405000
27830	FF_22482	FF	10	27827	27830	0.000000	0.405000
27831	BUF_11334	BUF	9	27822	27831	0.020000	0.405000
27832	FF_22483	FF	10	27831	27832	0.000000	0.405000
27833	FF_22484	FF	10	27831	27833	0.000000	0.405000
27834	FF_22485	FF	10	27831	27834	0.000000	0.405000
27835	FF_22486	FF	10	27831	27835	0.000000	0.405000
27836	BUF_3848	BUF	8	27796	27836	0.063000	0.385000
27837	BUF_11335	BUF	9	27836	27837	0.039000	0.424000
27838	FF_22487	FF	10	27837	27838	0.000000	0.424000
27839	FF_22488	FF	10	27837	27839	0.000000	0.424000
27840	FF_22489	FF	10	27837	27840	0.000000	0.424000
27841	FF_22490	FF	10	27837	27841	0.000000	0.424000
27842	FF_3897	FF	9	27836	27842	0.000000	0.385000
27843	FF_3898	FF	9	27836	27843	0.000000	0.385000
27844	FF_3899	FF	9	27836	27844	0.000000	0.385000
27845	FF_1308	FF	8	27796	27845	0.000000	0.322000
27846	FF_1309	FF	8	27796	27846	0.000000	0.322000
27847	BUF_1309	BUF	7	27772	27847	0.063000	0.322000
27848	BUF_3849	BUF	8	27847	27848	0.039000	0.361000
27849	BUF_11336	BUF	9	27848	27849	0.039000	0.400000
27850	FF_22491	FF	10	27849	27850	0.000000	0.400000
27851	FF_22492	FF	10	27849	27851	0.000000	0.400000
27852	FF_22493	FF	10	27849	27852	0.000000	0.400000
27853	FF_22494	FF	10	27849	27853	0.000000	0.400000
27854	FF_22495	FF	10	27849	27854	0.000000	0.400000
27855	BUF_11337	BUF	9	27848	27855	0.039000	0.400000
27856	FF_22496	FF	10	27855	27856	0.000000	0.400000
27857	FF_22497	FF	10	27855	27857	0.000000	0.400000
27858	FF_22498	FF	10	27855	27858	0.000000	0.400000
27859	BUF_11338+FF_22499	BUF+FF	9	27848	27859+27860	0.039000	0.400000
27861	BUF_11339+FF_22500	BUF+FF	9	27848	27861+27862	0.039000	0.400000
27863	BUF_3850	BUF	8	27847	27863	0.039000	0.361000
27864	BUF_11340	BUF	9	27863	27864	0.011000	0.372000
27865	FF_22501	FF	10	27864	27865	0.000000	0.372000
27866	FF_22502	FF	10	27864	27866	0.000000	0.372000
27867	FF_22503	FF	10	27864	27867	0.000000	0.372000
27868	BUF_11341	BUF	9	27863	27868	0.011000	0.372000
27869	FF_22504	FF	10	27868	27869	0.000000	0.372000
27870	FF_22505	FF	10	27868	27870	0.000000	0.372000
27871	FF_22506	FF	10	27868	27871	0.000000	0.372000
27872	BUF_3851	BUF	8	27847	27872	0.039000	0.361000
27873	BUF_11342+FF_22507	BUF+FF	9	27872	27873+27874	0.020000	0.381000
27875	BUF_11343	BUF	9	27872	27875	0.020000	0.381000
27876	FF_22508	FF	10	27875	27876	0.000000	0.381000
27877	FF_22509	FF	10	27875	27877	0.000000	0.381000
27878	FF_3900	FF	9	27872	27878	0.000000	0.361000
27879	FF_1310	FF	8	27847	27879	0.000000	0.322000
27880	BUF_1310	BUF	7	27772	27880	0.063000	0.322000
27881	BUF_3852	BUF	8	27880	27881	0.011000	0.333000
27882	BUF_11344+FF_22510	BUF+FF	9	27881	27882+27883	0.063000	0.396000
27884	BUF_11345	BUF	9	27881	27884	0.063000	0.396000
27885	FF_22511	FF	10	27884	27885	0.000000	0.396000
27886	FF_22512	FF	10	27884	27886	0.000000	0.396000
27887	FF_22513	FF	10	27884	27887	0.000000	0.396000
27888	FF_3901	FF	9	27881	27888	0.000000	0.333000
27889	FF_3902	FF	9	27881	27889	0.000000	0.333000
27890	FF_3903	FF	9	27881	27890	0.000000	0.333000
27891	FF_1311	FF	8	27880	27891	0.000000	0.322000
27892	FF_447	FF	7	27772	27892	0.000000	0.259000
27893	BUF_449	BUF	6	27596	27893	0.063000	0.259000
27894	BUF_1311	BUF	7	27893	27894	0.063000	0.322000
27895	BUF_3853	BUF	8	27894	27895	0.063000	0.385000
27896	BUF_11346	BUF	9	27895	27896	0.039000	0.424000
27897	FF_22514	FF	10	27896	27897	0.000000	0.424000
27898	FF_22515	FF	10	27896	27898	0.000000	0.424000
27899	FF_22516	FF	10	27896	27899	0.000000	0.424000
27900	BUF_11347	BUF	9	27895	27900	0.039000	0.424000
27901	FF_22517	FF	10	27900	27901	0.000000	0.424000
27902	FF_22518	FF	10	27900	27902	0.000000	0.424000
27903	FF_22519	FF	10	27900	27903	0.000000	0.424000
27904	BUF_11348+FF_22520	BUF+FF	9	27895	27904+27905	0.039000	0.424000
27906	BUF_11349	BUF	9	27895	27906	0.039000	0.424000
27907	FF_22521	FF	10	27906	27907	0.000000	0.424000
27908	FF_22522	FF	10	27906	27908	0.000000	0.424000
27909	BUF_3854	BUF	8	27894	27909	0.063000	0.385000
27910	BUF_11350	BUF	9	27909	27910	0.039000	0.424000
27911	FF_22523	FF	10	27910	27911	0.000000	0.424000
27912	FF_22524	FF	10	27910	27912	0.000000	0.424000
27913	FF_22525	FF	10	27910	27913	0.000000	0.424000
27914	FF_22526	FF	10	27910	27914	0.000000	0.424000
27915	FF_22527	FF	10	27910	27915	0.000000	0.424000
27916	BUF_11351	BUF	9	27909	27916	0.039000	0.424000
27917	FF_22528	FF	10	27916	27917	0.000000	0.424000
27918	FF_22529	FF	10	27916	27918	0.000000	0.424000
27919	FF_22530	FF	10	27916	27919	0.000000	0.424000
27920	BUF_11352	BUF	9	27909	27920	0.039000	0.424000
27921	FF_22531	FF	10	27920	27921	0.000000	0.424000
27922	FF_22532	FF	10	27920	27922	0.000000	0.424000
27923	FF_3904	FF	9	27909	27923	0.000000	0.385000
27924	FF_1312	FF	8	27894	27924	0.000000	0.322000
27925	FF_1313	FF	8	27894	27925	0.000000	0.322000
27926	FF_1314	FF	8	27894	27926	0.000000	0.322000
27927	BUF_1312	BUF	7	27893	27927	0.063000	0.322000
27928	BUF_3855	BUF	8	27927	27928	0.063000	0.385000
27929	BUF_11353	BUF	9	27928	27929	0.011000	0.396000
27930	FF_22533	FF	10	27929	27930	0.000000	0.396000
27931	FF_22534	FF	10	27929	27931	0.000000	0.396000
27932	FF_22535	FF	10	27929	27932	0.000000	0.396000
27933	FF_22536	FF	10	27929	27933	0.000000	0.396000
27934	FF_22537	FF	10	27929	27934	0.000000	0.396000
27935	FF_3905	FF	9	27928	27935	0.000000	0.385000
27936	FF_1315	FF	8	27927	27936	0.000000	0.322000
27937	FF_1316	FF	8	27927	27937	0.000000	0.322000
27938	FF_1317	FF	8	27927	27938	0.000000	0.322000
27939	FF_1318	FF	8	27927	27939	0.000000	0.322000
27940	BUF_1313	BUF	7	27893	27940	0.063000	0.322000
27941	BUF_3856	BUF	8	27940	27941	0.063000	0.385000
27942	BUF_11354	BUF	9	27941	27942	0.039000	0.424000
27943	FF_22538	FF	10	27942	27943	0.000000	0.424000
27944	FF_22539	FF	10	27942	27944	0.000000	0.424000
27945	BUF_11355	BUF	9	27941	27945	0.039000	0.424000
27946	FF_22540	FF	10	27945	27946	0.000000	0.424000
27947	FF_22541	FF	10	27945	27947	0.000000	0.424000
27948	FF_22542	FF	10	27945	27948	0.000000	0.424000
27949	FF_22543	FF	10	27945	27949	0.000000	0.424000
27950	BUF_11356+FF_22544	BUF+FF	9	27941	27950+27951	0.039000	0.424000
27952	BUF_11357	BUF	9	27941	27952	0.039000	0.424000
27953	FF_22545	FF	10	27952	27953	0.000000	0.424000
27954	FF_22546	FF	10	27952	27954	0.000000	0.424000
27955	FF_22547	FF	10	27952	27955	0.000000	0.424000
27956	BUF_3857	BUF	8	27940	27956	0.063000	0.385000
27957	BUF_11358	BUF	9	27956	27957	0.063000	0.448000
27958	FF_22548	FF	10	27957	27958	0.000000	0.448000
27959	FF_22549	FF	10	27957	27959	0.000000	0.448000
27960	BUF_11359	BUF	9	27956	27960	0.063000	0.448000
27961	FF_22550	FF	10	27960	27961	0.000000	0.448000
27962	FF_22551	FF	10	27960	27962	0.000000	0.448000
27963	FF_22552	FF	10	27960	27963	0.000000	0.448000
27964	BUF_11360	BUF	9	27956	27964	0.063000	0.448000
27965	FF_22553	FF	10	27964	27965	0.000000	0.448000
27966	FF_22554	FF	10	27964	27966	0.000000	0.448000
27967	FF_22555	FF	10	27964	27967	0.000000	0.448000
27968	BUF_11361	BUF	9	27956	27968	0.063000	0.448000
27969	FF_22556	FF	10	27968	27969	0.000000	0.448000
27970	FF_22557	FF	10	27968	27970	0.000000	0.448000
27971	BUF_11362	BUF	9	27956	27971	0.063000	0.448000
27972	FF_22558	FF	10	27971	27972	0.000000	0.448000
27973	FF_22559	FF	10	27971	27973	0.000000	0.448000
27974	FF_22560	FF	10	27971	27974	0.000000	0.448000
27975	BUF_3858	BUF	8	27940	27975	0.063000	0.385000
27976	BUF_11363	BUF	9	27975	27976	0.063000	0.448000
27977	FF_22561	FF	10	27976	27977	0.000000	0.448000
27978	FF_22562	FF	10	27976	27978	0.000000	0.448000
27979	FF_22563	FF	10	27976	27979	0.000000	0.448000
27980	FF_22564	FF	10	27976	27980	0.000000	0.448000
27981	BUF_11364	BUF	9	27975	27981	0.063000	0.448000
27982	FF_22565	FF	10	27981	27982	0.000000	0.448000
27983	FF_22566	FF	10	27981	27983	0.000000	0.448000
27984	BUF_11365	BUF	9	27975	27984	0.063000	0.448000
27985	FF_22567	FF	10	27984	27985	0.000000	0.448000
27986	FF_22568	FF	10	27984	27986	0.000000	0.448000
27987	BUF_11366	BUF	9	27975	27987	0.063000	0.448000
27988	FF_22569	FF	10	27987	27988	0.000000	0.448000
27989	FF_22570	FF	10	27987	27989	0.000000	0.448000
27990	FF_22571	FF	10	27987	27990	0.000000	0.448000
27991	FF_22572	FF	10	27987	27991	0.000000	0.448000
27992	FF_22573	FF	10	27987	27992	0.000000	0.448000
27993	FF_3906	FF	9	27975	27993	0.000000	0.385000
27994	BUF_3859	BUF	8	27940	27994	0.063000	0.385000
27995	BUF_11367	BUF	9	27994	27995	0.063000	0.448000
27996	FF_22574	FF	10	27995	27996	0.000000	0.448000
27997	FF_22575	FF	10	27995	27997	0.000000	0.448000
27998	FF_22576	FF	10	27995	27998	0.000000	0.448000
27999	FF_22577	FF	10	27995	27999	0.000000	0.448000
28000	FF_22578	FF	10	27995	28000	0.000000	0.448000
28001	BUF_11368	BUF	9	27994	28001	0.063000	0.448000
28002	FF_22579	FF	10	28001	28002	0.000000	0.448000
28003	FF_22580	FF	10	28001	28003	0.000000	0.448000
28004	BUF_11369	BUF	9	27994	28004	0.063000	0.448000
28005	FF_22581	FF	10	28004	28005	0.000000	0.448000
28006	FF_22582	FF	10	28004	28006	0.000000	0.448000
28007	FF_22583	FF	10	28004	28007	0.000000	0.448000
28008	FF_22584	FF	10	28004	28008	0.000000	0.448000
28009	FF_22585	FF	10	28004	28009	0.000000	0.448000
28010	BUF_11370	BUF	9	27994	28010	0.063000	0.448000
28011	FF_22586	FF	10	28010	28011	0.000000	0.448000
28012	FF_22587	FF	10	28010	28012	0.000000	0.448000
28013	FF_22588	FF	10	28010	28013	0.000000	0.448000
28014	BUF_11371	BUF	9	27994	28014	0.063000	0.448000
28015	FF_22589	FF	10	28014	28015	0.000000	0.448000
28016	FF_22590	FF	10	28014	28016	0.000000	0.448000
28017	FF_22591	FF	10	28014	28017	0.000000	0.448000
28018	FF_22592	FF	10	28014	28018	0.000000	0.448000
28019	FF_22593	FF	10	28014	28019	0.000000	0.448000
28020	BUF_3860	BUF	8	27940	28020	0.063000	0.385000
28021	BUF_11372	BUF	9	28020	28021	0.063000	0.448000
28022	FF_22594	FF	10	28021	28022	0.000000	0.448000
28023	FF_22595	FF	10	28021	28023	0.000000	0.448000
28024	FF_22596	FF	10	28021	28024	0.000000	0.448000
28025	BUF_11373	BUF	9	28020	28025	0.063000	0.448000
28026	FF_22597	FF	10	28025	28026	0.000000	0.448000
28027	FF_22598	FF	10	28025	28027	0.000000	0.448000
28028	FF_22599	FF	10	28025	28028	0.000000	0.448000
28029	FF_22600	FF	10	28025	28029	0.000000	0.448000
28030	FF_22601	FF	10	28025	28030	0.000000	0.448000
28031	BUF_11374	BUF	9	28020	28031	0.063000	0.448000
28032	FF_22602	FF	10	28031	28032	0.000000	0.448000
28033	FF_22603	FF	10	28031	28033	0.000000	0.448000
28034	FF_22604	FF	10	28031	28034	0.000000	0.448000
28035	FF_22605	FF	10	28031	28035	0.000000	0.448000
28036	BUF_11375+FF_22606	BUF+FF	9	28020	28036+28037	0.063000	0.448000
28038	FF_3907	FF	9	28020	28038	0.000000	0.385000
28039	BUF_1314	BUF	7	27893	28039	0.063000	0.322000
28040	BUF_3861	BUF	8	28039	28040	0.063000	0.385000
28041	BUF_11376	BUF	9	28040	28041	0.039000	0.424000
28042	FF_22607	FF	10	28041	28042	0.000000	0.424000
28043	FF_22608	FF	10	28041	28043	0.000000	0.424000
28044	FF_22609	FF	10	28041	28044	0.000000	0.424000
28045	FF_22610	FF	10	28041	28045	0.000000	0.424000
28046	FF_22611	FF	10	28041	28046	0.000000	0.424000
28047	BUF_11377+FF_22612	BUF+FF	9	28040	28047+28048	0.039000	0.424000
28049	BUF_11378	BUF	9	28040	28049	0.039000	0.424000
28050	FF_22613	FF	10	28049	28050	0.000000	0.424000
28051	FF_22614	FF	10	28049	28051	0.000000	0.424000
28052	FF_3908	FF	9	28040	28052	0.000000	0.385000
28053	BUF_3862	BUF	8	28039	28053	0.063000	0.385000
28054	BUF_11379+FF_22615	BUF+FF	9	28053	28054+28055	0.063000	0.448000
28056	BUF_11380	BUF	9	28053	28056	0.063000	0.448000
28057	FF_22616	FF	10	28056	28057	0.000000	0.448000
28058	FF_22617	FF	10	28056	28058	0.000000	0.448000
28059	FF_22618	FF	10	28056	28059	0.000000	0.448000
28060	FF_22619	FF	10	28056	28060	0.000000	0.448000
28061	BUF_11381	BUF	9	28053	28061	0.063000	0.448000
28062	FF_22620	FF	10	28061	28062	0.000000	0.448000
28063	FF_22621	FF	10	28061	28063	0.000000	0.448000
28064	FF_22622	FF	10	28061	28064	0.000000	0.448000
28065	FF_22623	FF	10	28061	28065	0.000000	0.448000
28066	FF_3909	FF	9	28053	28066	0.000000	0.385000
28067	FF_3910	FF	9	28053	28067	0.000000	0.385000
28068	BUF_3863	BUF	8	28039	28068	0.063000	0.385000
28069	BUF_11382+FF_22624	BUF+FF	9	28068	28069+28070	0.063000	0.448000
28071	FF_3911	FF	9	28068	28071	0.000000	0.385000
28072	FF_3912	FF	9	28068	28072	0.000000	0.385000
28073	FF_3913	FF	9	28068	28073	0.000000	0.385000
28074	FF_3914	FF	9	28068	28074	0.000000	0.385000
28075	BUF_3864	BUF	8	28039	28075	0.063000	0.385000
28076	BUF_11383	BUF	9	28075	28076	0.063000	0.448000
28077	FF_22625	FF	10	28076	28077	0.000000	0.448000
28078	FF_22626	FF	10	28076	28078	0.000000	0.448000
28079	FF_22627	FF	10	28076	28079	0.000000	0.448000
28080	BUF_11384	BUF	9	28075	28080	0.063000	0.448000
28081	FF_22628	FF	10	28080	28081	0.000000	0.448000
28082	FF_22629	FF	10	28080	28082	0.000000	0.448000
28083	BUF_11385	BUF	9	28075	28083	0.063000	0.448000
28084	FF_22630	FF	10	28083	28084	0.000000	0.448000
28085	FF_22631	FF	10	28083	28085	0.000000	0.448000
28086	FF_22632	FF	10	28083	28086	0.000000	0.448000
28087	FF_3915	FF	9	28075	28087	0.000000	0.385000
28088	FF_3916	FF	9	28075	28088	0.000000	0.385000
28089	BUF_3865	BUF	8	28039	28089	0.063000	0.385000
28090	BUF_11386	BUF	9	28089	28090	0.020000	0.405000
28091	FF_22633	FF	10	28090	28091	0.000000	0.405000
28092	FF_22634	FF	10	28090	28092	0.000000	0.405000
28093	FF_22635	FF	10	28090	28093	0.000000	0.405000
28094	BUF_11387+FF_22636	BUF+FF	9	28089	28094+28095	0.020000	0.405000
28096	BUF_11388	BUF	9	28089	28096	0.020000	0.405000
28097	FF_22637	FF	10	28096	28097	0.000000	0.405000
28098	FF_22638	FF	10	28096	28098	0.000000	0.405000
28099	FF_22639	FF	10	28096	28099	0.000000	0.405000
28100	BUF_1315	BUF	7	27893	28100	0.063000	0.322000
28101	BUF_3866	BUF	8	28100	28101	0.020000	0.342000
28102	BUF_11389	BUF	9	28101	28102	0.039000	0.381000
28103	FF_22640	FF	10	28102	28103	0.000000	0.381000
28104	FF_22641	FF	10	28102	28104	0.000000	0.381000
28105	FF_22642	FF	10	28102	28105	0.000000	0.381000
28106	FF_22643	FF	10	28102	28106	0.000000	0.381000
28107	FF_22644	FF	10	28102	28107	0.000000	0.381000
28108	BUF_11390	BUF	9	28101	28108	0.039000	0.381000
28109	FF_22645	FF	10	28108	28109	0.000000	0.381000
28110	FF_22646	FF	10	28108	28110	0.000000	0.381000
28111	BUF_11391	BUF	9	28101	28111	0.039000	0.381000
28112	FF_22647	FF	10	28111	28112	0.000000	0.381000
28113	FF_22648	FF	10	28111	28113	0.000000	0.381000
28114	FF_3917	FF	9	28101	28114	0.000000	0.342000
28115	BUF_3867	BUF	8	28100	28115	0.020000	0.342000
28116	BUF_11392	BUF	9	28115	28116	0.005000	0.347000
28117	FF_22649	FF	10	28116	28117	0.000000	0.347000
28118	FF_22650	FF	10	28116	28118	0.000000	0.347000
28119	FF_22651	FF	10	28116	28119	0.000000	0.347000
28120	BUF_3868	BUF	8	28100	28120	0.020000	0.342000
28121	BUF_11393	BUF	9	28120	28121	0.063000	0.405000
28122	FF_22652	FF	10	28121	28122	0.000000	0.405000
28123	FF_22653	FF	10	28121	28123	0.000000	0.405000
28124	FF_22654	FF	10	28121	28124	0.000000	0.405000
28125	BUF_11394+FF_22655	BUF+FF	9	28120	28125+28126	0.063000	0.405000
28127	BUF_11395	BUF	9	28120	28127	0.063000	0.405000
28128	FF_22656	FF	10	28127	28128	0.000000	0.405000
28129	FF_22657	FF	10	28127	28129	0.000000	0.405000
28130	FF_22658	FF	10	28127	28130	0.000000	0.405000
28131	FF_22659	FF	10	28127	28131	0.000000	0.405000
28132	BUF_11396	BUF	9	28120	28132	0.063000	0.405000
28133	FF_22660	FF	10	28132	28133	0.000000	0.405000
28134	FF_22661	FF	10	28132	28134	0.000000	0.405000
28135	FF_22662	FF	10	28132	28135	0.000000	0.405000
28136	FF_22663	FF	10	28132	28136	0.000000	0.405000
28137	FF_22664	FF	10	28132	28137	0.000000	0.405000
28138	BUF_11397	BUF	9	28120	28138	0.063000	0.405000
28139	FF_22665	FF	10	28138	28139	0.000000	0.405000
28140	FF_22666	FF	10	28138	28140	0.000000	0.405000
28141	FF_142	FF	6	27596	28141	0.000000	0.196000
28142	FF_143	FF	6	27596	28142	0.000000	0.196000
28143	BUF_156	BUF	5	27595	28143	0.063000	0.196000
28144	BUF_450	BUF	6	28143	28144	0.063000	0.259000
28145	BUF_1316	BUF	7	28144	28145	0.063000	0.322000
28146	BUF_3869	BUF	8	28145	28146	0.063000	0.385000
28147	BUF_11398	BUF	9	28146	28147	0.063000	0.448000
28148	FF_22667	FF	10	28147	28148	0.000000	0.448000
28149	FF_22668	FF	10	28147	28149	0.000000	0.448000
28150	FF_22669	FF	10	28147	28150	0.000000	0.448000
28151	FF_22670	FF	10	28147	28151	0.000000	0.448000
28152	FF_22671	FF	10	28147	28152	0.000000	0.448000
28153	BUF_11399	BUF	9	28146	28153	0.063000	0.448000
28154	FF_22672	FF	10	28153	28154	0.000000	0.448000
28155	FF_22673	FF	10	28153	28155	0.000000	0.448000
28156	FF_22674	FF	10	28153	28156	0.000000	0.448000
28157	FF_22675	FF	10	28153	28157	0.000000	0.448000
28158	FF_3918	FF	9	28146	28158	0.000000	0.385000
28159	FF_3919	FF	9	28146	28159	0.000000	0.385000
28160	FF_3920	FF	9	28146	28160	0.000000	0.385000
28161	BUF_3870	BUF	8	28145	28161	0.063000	0.385000
28162	BUF_11400+FF_22676	BUF+FF	9	28161	28162+28163	0.011000	0.396000
28164	BUF_11401	BUF	9	28161	28164	0.011000	0.396000
28165	FF_22677	FF	10	28164	28165	0.000000	0.396000
28166	FF_22678	FF	10	28164	28166	0.000000	0.396000
28167	FF_22679	FF	10	28164	28167	0.000000	0.396000
28168	BUF_3871	BUF	8	28145	28168	0.063000	0.385000
28169	BUF_11402	BUF	9	28168	28169	0.039000	0.424000
28170	FF_22680	FF	10	28169	28170	0.000000	0.424000
28171	FF_22681	FF	10	28169	28171	0.000000	0.424000
28172	FF_22682	FF	10	28169	28172	0.000000	0.424000
28173	FF_22683	FF	10	28169	28173	0.000000	0.424000
28174	BUF_11403	BUF	9	28168	28174	0.039000	0.424000
28175	FF_22684	FF	10	28174	28175	0.000000	0.424000
28176	FF_22685	FF	10	28174	28176	0.000000	0.424000
28177	BUF_11404	BUF	9	28168	28177	0.039000	0.424000
28178	FF_22686	FF	10	28177	28178	0.000000	0.424000
28179	FF_22687	FF	10	28177	28179	0.000000	0.424000
28180	FF_3921	FF	9	28168	28180	0.000000	0.385000
28181	BUF_3872	BUF	8	28145	28181	0.063000	0.385000
28182	BUF_11405	BUF	9	28181	28182	0.063000	0.448000
28183	FF_22688	FF	10	28182	28183	0.000000	0.448000
28184	FF_22689	FF	10	28182	28184	0.000000	0.448000
28185	FF_22690	FF	10	28182	28185	0.000000	0.448000
28186	FF_22691	FF	10	28182	28186	0.000000	0.448000
28187	BUF_11406+FF_22692	BUF+FF	9	28181	28187+28188	0.063000	0.448000
28189	BUF_11407	BUF	9	28181	28189	0.063000	0.448000
28190	FF_22693	FF	10	28189	28190	0.000000	0.448000
28191	FF_22694	FF	10	28189	28191	0.000000	0.448000
28192	FF_22695	FF	10	28189	28192	0.000000	0.448000
28193	FF_22696	FF	10	28189	28193	0.000000	0.448000
28194	BUF_11408	BUF	9	28181	28194	0.063000	0.448000
28195	FF_22697	FF	10	28194	28195	0.000000	0.448000
28196	FF_22698	FF	10	28194	28196	0.000000	0.448000
28197	FF_22699	FF	10	28194	28197	0.000000	0.448000
28198	FF_22700	FF	10	28194	28198	0.000000	0.448000
28199	BUF_11409	BUF	9	28181	28199	0.063000	0.448000
28200	FF_22701	FF	10	28199	28200	0.000000	0.448000
28201	FF_22702	FF	10	28199	28201	0.000000	0.448000
28202	FF_1319	FF	8	28145	28202	0.000000	0.322000
28203	BUF_1317	BUF	7	28144	28203	0.063000	0.322000
28204	BUF_3873	BUF	8	28203	28204	0.039000	0.361000
28205	BUF_11410	BUF	9	28204	28205	0.011000	0.372000
28206	FF_22703	FF	10	28205	28206	0.000000	0.372000
28207	FF_22704	FF	10	28205	28207	0.000000	0.372000
28208	BUF_11411	BUF	9	28204	28208	0.011000	0.372000
28209	FF_22705	FF	10	28208	28209	0.000000	0.372000
28210	FF_22706	FF	10	28208	28210	0.000000	0.372000
28211	FF_1320	FF	8	28203	28211	0.000000	0.322000
28212	FF_1321	FF	8	28203	28212	0.000000	0.322000
28213	FF_1322	FF	8	28203	28213	0.000000	0.322000
28214	BUF_1318	BUF	7	28144	28214	0.063000	0.322000
28215	BUF_3874	BUF	8	28214	28215	0.039000	0.361000
28216	BUF_11412	BUF	9	28215	28216	0.011000	0.372000
28217	FF_22707	FF	10	28216	28217	0.000000	0.372000
28218	FF_22708	FF	10	28216	28218	0.000000	0.372000
28219	FF_22709	FF	10	28216	28219	0.000000	0.372000
28220	FF_22710	FF	10	28216	28220	0.000000	0.372000
