ff_lp_idx	ff_node_id	ff_name	step	branch_idx	parent	child
736	1067	FF_850	2	1056	BUF_44	BUF_141
736	1067	FF_850	3	1029	BUF_11	BUF_44
736	1067	FF_850	4	870	BUF_2	BUF_11
736	1067	FF_850	5	2	ROOT_CLK	BUF_2
737	1068	FF_851	0	1079	BUF_440	FF_851
737	1068	FF_851	1	1072	BUF_141	BUF_440
737	1068	FF_851	2	1056	BUF_44	BUF_141
737	1068	FF_851	3	1029	BUF_11	BUF_44
737	1068	FF_851	4	870	BUF_2	BUF_11
737	1068	FF_851	5	2	ROOT_CLK	BUF_2
738	1069	FF_852	0	1080	BUF_440	FF_852
738	1069	FF_852	1	1072	BUF_141	BUF_440
738	1069	FF_852	2	1056	BUF_44	BUF_141
738	1069	FF_852	3	1029	BUF_11	BUF_44
738	1069	FF_852	4	870	BUF_2	BUF_11
738	1069	FF_852	5	2	ROOT_CLK	BUF_2
739	1071	FF_853	0	1081	BUF_441	FF_853
739	1071	FF_853	1	1073	BUF_141	BUF_441
739	1071	FF_853	2	1056	BUF_44	BUF_141
739	1071	FF_853	3	1029	BUF_11	BUF_44
739	1071	FF_853	4	870	BUF_2	BUF_11
739	1071	FF_853	5	2	ROOT_CLK	BUF_2
740	1072	FF_142	0	1074	BUF_141	FF_142
740	1072	FF_142	1	1056	BUF_44	BUF_141
740	1072	FF_142	2	1029	BUF_11	BUF_44
740	1072	FF_142	3	870	BUF_2	BUF_11
740	1072	FF_142	4	2	ROOT_CLK	BUF_2
741	1073	FF_143	0	1075	BUF_141	FF_143
741	1073	FF_143	1	1056	BUF_44	BUF_141
741	1073	FF_143	2	1029	BUF_11	BUF_44
741	1073	FF_143	3	870	BUF_2	BUF_11
741	1073	FF_143	4	2	ROOT_CLK	BUF_2
742	1076	FF_854	0	1086	BUF_442	FF_854
742	1076	FF_854	1	1082	BUF_142	BUF_442
742	1076	FF_854	2	1057	BUF_44	BUF_142
742	1076	FF_854	3	1029	BUF_11	BUF_44
742	1076	FF_854	4	870	BUF_2	BUF_11
742	1076	FF_854	5	2	ROOT_CLK	BUF_2
743	1077	FF_855	0	1087	BUF_442	FF_855
743	1077	FF_855	1	1082	BUF_142	BUF_442
743	1077	FF_855	2	1057	BUF_44	BUF_142
743	1077	FF_855	3	1029	BUF_11	BUF_44
743	1077	FF_855	4	870	BUF_2	BUF_11
743	1077	FF_855	5	2	ROOT_CLK	BUF_2
744	1078	FF_856	0	1088	BUF_442	FF_856
744	1078	FF_856	1	1082	BUF_142	BUF_442
744	1078	FF_856	2	1057	BUF_44	BUF_142
744	1078	FF_856	3	1029	BUF_11	BUF_44
744	1078	FF_856	4	870	BUF_2	BUF_11
744	1078	FF_856	5	2	ROOT_CLK	BUF_2
745	1079	FF_144	0	1083	BUF_142	FF_144
745	1079	FF_144	1	1057	BUF_44	BUF_142
745	1079	FF_144	2	1029	BUF_11	BUF_44
745	1079	FF_144	3	870	BUF_2	BUF_11
745	1079	FF_144	4	2	ROOT_CLK	BUF_2
746	1080	FF_145	0	1084	BUF_142	FF_145
746	1080	FF_145	1	1057	BUF_44	BUF_142
746	1080	FF_145	2	1029	BUF_11	BUF_44
746	1080	FF_145	3	870	BUF_2	BUF_11
746	1080	FF_145	4	2	ROOT_CLK	BUF_2
747	1081	FF_146	0	1085	BUF_142	FF_146
747	1081	FF_146	1	1057	BUF_44	BUF_142
747	1081	FF_146	2	1029	BUF_11	BUF_44
747	1081	FF_146	3	870	BUF_2	BUF_11
747	1081	FF_146	4	2	ROOT_CLK	BUF_2
748	1084	FF_857	0	1090	BUF_443	FF_857
748	1084	FF_857	1	1089	BUF_143	BUF_443
748	1084	FF_857	2	1058	BUF_44	BUF_143
748	1084	FF_857	3	1029	BUF_11	BUF_44
748	1084	FF_857	4	870	BUF_2	BUF_11
748	1084	FF_857	5	2	ROOT_CLK	BUF_2
749	1085	FF_858	0	1091	BUF_443	FF_858
749	1085	FF_858	1	1089	BUF_143	BUF_443
749	1085	FF_858	2	1058	BUF_44	BUF_143
749	1085	FF_858	3	1029	BUF_11	BUF_44
749	1085	FF_858	4	870	BUF_2	BUF_11
749	1085	FF_858	5	2	ROOT_CLK	BUF_2
750	1086	FF_38	0	1059	BUF_44	FF_38
750	1086	FF_38	1	1029	BUF_11	BUF_44
750	1086	FF_38	2	870	BUF_2	BUF_11
750	1086	FF_38	3	2	ROOT_CLK	BUF_2
751	1090	FF_859	0	1097	BUF_444	FF_859
751	1090	FF_859	1	1095	BUF_144	BUF_444
751	1090	FF_859	2	1092	BUF_45	BUF_144
751	1090	FF_859	3	1030	BUF_11	BUF_45
751	1090	FF_859	4	870	BUF_2	BUF_11
751	1090	FF_859	5	2	ROOT_CLK	BUF_2
752	1092	FF_860	0	1098	BUF_445	FF_860
752	1092	FF_860	1	1096	BUF_144	BUF_445
752	1092	FF_860	2	1092	BUF_45	BUF_144
752	1092	FF_860	3	1030	BUF_11	BUF_45
752	1092	FF_860	4	870	BUF_2	BUF_11
752	1092	FF_860	5	2	ROOT_CLK	BUF_2
753	1093	FF_861	0	1099	BUF_445	FF_861
753	1093	FF_861	1	1096	BUF_144	BUF_445
753	1093	FF_861	2	1092	BUF_45	BUF_144
753	1093	FF_861	3	1030	BUF_11	BUF_45
753	1093	FF_861	4	870	BUF_2	BUF_11
753	1093	FF_861	5	2	ROOT_CLK	BUF_2
754	1094	FF_862	0	1100	BUF_445	FF_862
754	1094	FF_862	1	1096	BUF_144	BUF_445
754	1094	FF_862	2	1092	BUF_45	BUF_144
754	1094	FF_862	3	1030	BUF_11	BUF_45
754	1094	FF_862	4	870	BUF_2	BUF_11
754	1094	FF_862	5	2	ROOT_CLK	BUF_2
755	1095	FF_863	0	1101	BUF_445	FF_863
755	1095	FF_863	1	1096	BUF_144	BUF_445
755	1095	FF_863	2	1092	BUF_45	BUF_144
755	1095	FF_863	3	1030	BUF_11	BUF_45
755	1095	FF_863	4	870	BUF_2	BUF_11
755	1095	FF_863	5	2	ROOT_CLK	BUF_2
756	1096	FF_864	0	1102	BUF_445	FF_864
756	1096	FF_864	1	1096	BUF_144	BUF_445
756	1096	FF_864	2	1092	BUF_45	BUF_144
756	1096	FF_864	3	1030	BUF_11	BUF_45
756	1096	FF_864	4	870	BUF_2	BUF_11
756	1096	FF_864	5	2	ROOT_CLK	BUF_2
757	1097	FF_39	0	1093	BUF_45	FF_39
757	1097	FF_39	1	1030	BUF_11	BUF_45
757	1097	FF_39	2	870	BUF_2	BUF_11
757	1097	FF_39	3	2	ROOT_CLK	BUF_2
758	1098	FF_40	0	1094	BUF_45	FF_40
758	1098	FF_40	1	1030	BUF_11	BUF_45
758	1098	FF_40	2	870	BUF_2	BUF_11
758	1098	FF_40	3	2	ROOT_CLK	BUF_2
759	1103	FF_865	0	1115	BUF_446	FF_865
759	1103	FF_865	1	1110	BUF_145	BUF_446
759	1103	FF_865	2	1108	BUF_46	BUF_145
759	1103	FF_865	3	1103	BUF_12	BUF_46
759	1103	FF_865	4	871	BUF_2	BUF_12
759	1103	FF_865	5	2	ROOT_CLK	BUF_2
760	1104	FF_866	0	1116	BUF_446	FF_866
760	1104	FF_866	1	1110	BUF_145	BUF_446
760	1104	FF_866	2	1108	BUF_46	BUF_145
760	1104	FF_866	3	1103	BUF_12	BUF_46
760	1104	FF_866	4	871	BUF_2	BUF_12
760	1104	FF_866	5	2	ROOT_CLK	BUF_2
761	1105	FF_867	0	1117	BUF_446	FF_867
761	1105	FF_867	1	1110	BUF_145	BUF_446
761	1105	FF_867	2	1108	BUF_46	BUF_145
761	1105	FF_867	3	1103	BUF_12	BUF_46
761	1105	FF_867	4	871	BUF_2	BUF_12
761	1105	FF_867	5	2	ROOT_CLK	BUF_2
762	1107	FF_868	0	1118	BUF_447	FF_868
762	1107	FF_868	1	1111	BUF_145	BUF_447
762	1107	FF_868	2	1108	BUF_46	BUF_145
762	1107	FF_868	3	1103	BUF_12	BUF_46
762	1107	FF_868	4	871	BUF_2	BUF_12
762	1107	FF_868	5	2	ROOT_CLK	BUF_2
763	1108	FF_869	0	1119	BUF_447	FF_869
763	1108	FF_869	1	1111	BUF_145	BUF_447
763	1108	FF_869	2	1108	BUF_46	BUF_145
763	1108	FF_869	3	1103	BUF_12	BUF_46
763	1108	FF_869	4	871	BUF_2	BUF_12
763	1108	FF_869	5	2	ROOT_CLK	BUF_2
764	1109	FF_870	0	1120	BUF_447	FF_870
764	1109	FF_870	1	1111	BUF_145	BUF_447
764	1109	FF_870	2	1108	BUF_46	BUF_145
764	1109	FF_870	3	1103	BUF_12	BUF_46
764	1109	FF_870	4	871	BUF_2	BUF_12
764	1109	FF_870	5	2	ROOT_CLK	BUF_2
765	1111	FF_871	0	1121	BUF_448	FF_871
765	1111	FF_871	1	1112	BUF_145	BUF_448
765	1111	FF_871	2	1108	BUF_46	BUF_145
765	1111	FF_871	3	1103	BUF_12	BUF_46
765	1111	FF_871	4	871	BUF_2	BUF_12
765	1111	FF_871	5	2	ROOT_CLK	BUF_2
766	1112	FF_872	0	1122	BUF_448	FF_872
766	1112	FF_872	1	1112	BUF_145	BUF_448
766	1112	FF_872	2	1108	BUF_46	BUF_145
766	1112	FF_872	3	1103	BUF_12	BUF_46
766	1112	FF_872	4	871	BUF_2	BUF_12
766	1112	FF_872	5	2	ROOT_CLK	BUF_2
767	1114	FF_873	0	1123	BUF_449	FF_873
767	1114	FF_873	1	1113	BUF_145	BUF_449
767	1114	FF_873	2	1108	BUF_46	BUF_145
767	1114	FF_873	3	1103	BUF_12	BUF_46
767	1114	FF_873	4	871	BUF_2	BUF_12
767	1114	FF_873	5	2	ROOT_CLK	BUF_2
768	1116	FF_874	0	1124	BUF_450	FF_874
768	1116	FF_874	1	1114	BUF_145	BUF_450
768	1116	FF_874	2	1108	BUF_46	BUF_145
768	1116	FF_874	3	1103	BUF_12	BUF_46
768	1116	FF_874	4	871	BUF_2	BUF_12
768	1116	FF_874	5	2	ROOT_CLK	BUF_2
769	1117	FF_875	0	1125	BUF_450	FF_875
769	1117	FF_875	1	1114	BUF_145	BUF_450
769	1117	FF_875	2	1108	BUF_46	BUF_145
769	1117	FF_875	3	1103	BUF_12	BUF_46
769	1117	FF_875	4	871	BUF_2	BUF_12
769	1117	FF_875	5	2	ROOT_CLK	BUF_2
770	1118	FF_876	0	1126	BUF_450	FF_876
770	1118	FF_876	1	1114	BUF_145	BUF_450
770	1118	FF_876	2	1108	BUF_46	BUF_145
770	1118	FF_876	3	1103	BUF_12	BUF_46
770	1118	FF_876	4	871	BUF_2	BUF_12
770	1118	FF_876	5	2	ROOT_CLK	BUF_2
771	1119	FF_877	0	1127	BUF_450	FF_877
771	1119	FF_877	1	1114	BUF_145	BUF_450
771	1119	FF_877	2	1108	BUF_46	BUF_145
771	1119	FF_877	3	1103	BUF_12	BUF_46
771	1119	FF_877	4	871	BUF_2	BUF_12
771	1119	FF_877	5	2	ROOT_CLK	BUF_2
772	1120	FF_878	0	1128	BUF_450	FF_878
772	1120	FF_878	1	1114	BUF_145	BUF_450
772	1120	FF_878	2	1108	BUF_46	BUF_145
772	1120	FF_878	3	1103	BUF_12	BUF_46
772	1120	FF_878	4	871	BUF_2	BUF_12
772	1120	FF_878	5	2	ROOT_CLK	BUF_2
773	1121	FF_41	0	1109	BUF_46	FF_41
773	1121	FF_41	1	1103	BUF_12	BUF_46
773	1121	FF_41	2	871	BUF_2	BUF_12
773	1121	FF_41	3	2	ROOT_CLK	BUF_2
774	1125	FF_879	0	1137	BUF_451	FF_879
774	1125	FF_879	1	1134	BUF_146	BUF_451
774	1125	FF_879	2	1129	BUF_47	BUF_146
774	1125	FF_879	3	1104	BUF_12	BUF_47
774	1125	FF_879	4	871	BUF_2	BUF_12
774	1125	FF_879	5	2	ROOT_CLK	BUF_2
775	1126	FF_880	0	1138	BUF_451	FF_880
775	1126	FF_880	1	1134	BUF_146	BUF_451
775	1126	FF_880	2	1129	BUF_47	BUF_146
775	1126	FF_880	3	1104	BUF_12	BUF_47
775	1126	FF_880	4	871	BUF_2	BUF_12
775	1126	FF_880	5	2	ROOT_CLK	BUF_2
776	1127	FF_881	0	1139	BUF_451	FF_881
776	1127	FF_881	1	1134	BUF_146	BUF_451
776	1127	FF_881	2	1129	BUF_47	BUF_146
776	1127	FF_881	3	1104	BUF_12	BUF_47
776	1127	FF_881	4	871	BUF_2	BUF_12
776	1127	FF_881	5	2	ROOT_CLK	BUF_2
777	1128	FF_147	0	1135	BUF_146	FF_147
777	1128	FF_147	1	1129	BUF_47	BUF_146
777	1128	FF_147	2	1104	BUF_12	BUF_47
777	1128	FF_147	3	871	BUF_2	BUF_12
777	1128	FF_147	4	2	ROOT_CLK	BUF_2
778	1129	FF_148	0	1136	BUF_146	FF_148
778	1129	FF_148	1	1129	BUF_47	BUF_146
778	1129	FF_148	2	1104	BUF_12	BUF_47
778	1129	FF_148	3	871	BUF_2	BUF_12
778	1129	FF_148	4	2	ROOT_CLK	BUF_2
779	1132	FF_882	0	1145	BUF_452	FF_882
779	1132	FF_882	1	1140	BUF_147	BUF_452
779	1132	FF_882	2	1130	BUF_47	BUF_147
779	1132	FF_882	3	1104	BUF_12	BUF_47
779	1132	FF_882	4	871	BUF_2	BUF_12
779	1132	FF_882	5	2	ROOT_CLK	BUF_2
780	1133	FF_883	0	1146	BUF_452	FF_883
780	1133	FF_883	1	1140	BUF_147	BUF_452
780	1133	FF_883	2	1130	BUF_47	BUF_147
780	1133	FF_883	3	1104	BUF_12	BUF_47
780	1133	FF_883	4	871	BUF_2	BUF_12
780	1133	FF_883	5	2	ROOT_CLK	BUF_2
781	1135	FF_884	0	1147	BUF_453	FF_884
781	1135	FF_884	1	1141	BUF_147	BUF_453
781	1135	FF_884	2	1130	BUF_47	BUF_147
781	1135	FF_884	3	1104	BUF_12	BUF_47
781	1135	FF_884	4	871	BUF_2	BUF_12
781	1135	FF_884	5	2	ROOT_CLK	BUF_2
782	1136	FF_885	0	1148	BUF_453	FF_885
782	1136	FF_885	1	1141	BUF_147	BUF_453
782	1136	FF_885	2	1130	BUF_47	BUF_147
782	1136	FF_885	3	1104	BUF_12	BUF_47
782	1136	FF_885	4	871	BUF_2	BUF_12
782	1136	FF_885	5	2	ROOT_CLK	BUF_2
783	1137	FF_886	0	1149	BUF_453	FF_886
783	1137	FF_886	1	1141	BUF_147	BUF_453
783	1137	FF_886	2	1130	BUF_47	BUF_147
783	1137	FF_886	3	1104	BUF_12	BUF_47
783	1137	FF_886	4	871	BUF_2	BUF_12
783	1137	FF_886	5	2	ROOT_CLK	BUF_2
784	1138	FF_887	0	1150	BUF_453	FF_887
784	1138	FF_887	1	1141	BUF_147	BUF_453
784	1138	FF_887	2	1130	BUF_47	BUF_147
784	1138	FF_887	3	1104	BUF_12	BUF_47
784	1138	FF_887	4	871	BUF_2	BUF_12
784	1138	FF_887	5	2	ROOT_CLK	BUF_2
785	1140	FF_888	0	1151	BUF_454	FF_888
785	1140	FF_888	1	1142	BUF_147	BUF_454
785	1140	FF_888	2	1130	BUF_47	BUF_147
785	1140	FF_888	3	1104	BUF_12	BUF_47
785	1140	FF_888	4	871	BUF_2	BUF_12
785	1140	FF_888	5	2	ROOT_CLK	BUF_2
786	1141	FF_889	0	1152	BUF_454	FF_889
786	1141	FF_889	1	1142	BUF_147	BUF_454
786	1141	FF_889	2	1130	BUF_47	BUF_147
786	1141	FF_889	3	1104	BUF_12	BUF_47
786	1141	FF_889	4	871	BUF_2	BUF_12
786	1141	FF_889	5	2	ROOT_CLK	BUF_2
787	1142	FF_890	0	1153	BUF_454	FF_890
787	1142	FF_890	1	1142	BUF_147	BUF_454
787	1142	FF_890	2	1130	BUF_47	BUF_147
787	1142	FF_890	3	1104	BUF_12	BUF_47
787	1142	FF_890	4	871	BUF_2	BUF_12
787	1142	FF_890	5	2	ROOT_CLK	BUF_2
788	1144	FF_891	0	1154	BUF_455	FF_891
788	1144	FF_891	1	1143	BUF_147	BUF_455
788	1144	FF_891	2	1130	BUF_47	BUF_147
788	1144	FF_891	3	1104	BUF_12	BUF_47
788	1144	FF_891	4	871	BUF_2	BUF_12
788	1144	FF_891	5	2	ROOT_CLK	BUF_2
789	1145	FF_149	0	1144	BUF_147	FF_149
789	1145	FF_149	1	1130	BUF_47	BUF_147
789	1145	FF_149	2	1104	BUF_12	BUF_47
789	1145	FF_149	3	871	BUF_2	BUF_12
789	1145	FF_149	4	2	ROOT_CLK	BUF_2
790	1148	FF_892	0	1160	BUF_456	FF_892
790	1148	FF_892	1	1155	BUF_148	BUF_456
790	1148	FF_892	2	1131	BUF_47	BUF_148
790	1148	FF_892	3	1104	BUF_12	BUF_47
790	1148	FF_892	4	871	BUF_2	BUF_12
790	1148	FF_892	5	2	ROOT_CLK	BUF_2
791	1149	FF_893	0	1161	BUF_456	FF_893
791	1149	FF_893	1	1155	BUF_148	BUF_456
791	1149	FF_893	2	1131	BUF_47	BUF_148
791	1149	FF_893	3	1104	BUF_12	BUF_47
791	1149	FF_893	4	871	BUF_2	BUF_12
791	1149	FF_893	5	2	ROOT_CLK	BUF_2
792	1150	FF_894	0	1162	BUF_456	FF_894
792	1150	FF_894	1	1155	BUF_148	BUF_456
792	1150	FF_894	2	1131	BUF_47	BUF_148
792	1150	FF_894	3	1104	BUF_12	BUF_47
792	1150	FF_894	4	871	BUF_2	BUF_12
792	1150	FF_894	5	2	ROOT_CLK	BUF_2
793	1151	FF_895	0	1163	BUF_456	FF_895
793	1151	FF_895	1	1155	BUF_148	BUF_456
793	1151	FF_895	2	1131	BUF_47	BUF_148
793	1151	FF_895	3	1104	BUF_12	BUF_47
793	1151	FF_895	4	871	BUF_2	BUF_12
793	1151	FF_895	5	2	ROOT_CLK	BUF_2
794	1153	FF_896	0	1164	BUF_457	FF_896
794	1153	FF_896	1	1156	BUF_148	BUF_457
794	1153	FF_896	2	1131	BUF_47	BUF_148
794	1153	FF_896	3	1104	BUF_12	BUF_47
794	1153	FF_896	4	871	BUF_2	BUF_12
794	1153	FF_896	5	2	ROOT_CLK	BUF_2
795	1155	FF_897	0	1165	BUF_458	FF_897
795	1155	FF_897	1	1157	BUF_148	BUF_458
795	1155	FF_897	2	1131	BUF_47	BUF_148
795	1155	FF_897	3	1104	BUF_12	BUF_47
795	1155	FF_897	4	871	BUF_2	BUF_12
795	1155	FF_897	5	2	ROOT_CLK	BUF_2
796	1156	FF_898	0	1166	BUF_458	FF_898
796	1156	FF_898	1	1157	BUF_148	BUF_458
796	1156	FF_898	2	1131	BUF_47	BUF_148
796	1156	FF_898	3	1104	BUF_12	BUF_47
796	1156	FF_898	4	871	BUF_2	BUF_12
796	1156	FF_898	5	2	ROOT_CLK	BUF_2
797	1157	FF_899	0	1167	BUF_458	FF_899
797	1157	FF_899	1	1157	BUF_148	BUF_458
797	1157	FF_899	2	1131	BUF_47	BUF_148
797	1157	FF_899	3	1104	BUF_12	BUF_47
797	1157	FF_899	4	871	BUF_2	BUF_12
797	1157	FF_899	5	2	ROOT_CLK	BUF_2
798	1158	FF_900	0	1168	BUF_458	FF_900
798	1158	FF_900	1	1157	BUF_148	BUF_458
798	1158	FF_900	2	1131	BUF_47	BUF_148
798	1158	FF_900	3	1104	BUF_12	BUF_47
798	1158	FF_900	4	871	BUF_2	BUF_12
798	1158	FF_900	5	2	ROOT_CLK	BUF_2
799	1159	FF_901	0	1169	BUF_458	FF_901
799	1159	FF_901	1	1157	BUF_148	BUF_458
799	1159	FF_901	2	1131	BUF_47	BUF_148
799	1159	FF_901	3	1104	BUF_12	BUF_47
799	1159	FF_901	4	871	BUF_2	BUF_12
799	1159	FF_901	5	2	ROOT_CLK	BUF_2
800	1161	FF_902	0	1170	BUF_459	FF_902
800	1161	FF_902	1	1158	BUF_148	BUF_459
800	1161	FF_902	2	1131	BUF_47	BUF_148
800	1161	FF_902	3	1104	BUF_12	BUF_47
800	1161	FF_902	4	871	BUF_2	BUF_12
800	1161	FF_902	5	2	ROOT_CLK	BUF_2
801	1162	FF_903	0	1171	BUF_459	FF_903
801	1162	FF_903	1	1158	BUF_148	BUF_459
801	1162	FF_903	2	1131	BUF_47	BUF_148
801	1162	FF_903	3	1104	BUF_12	BUF_47
801	1162	FF_903	4	871	BUF_2	BUF_12
801	1162	FF_903	5	2	ROOT_CLK	BUF_2
802	1163	FF_904	0	1172	BUF_459	FF_904
802	1163	FF_904	1	1158	BUF_148	BUF_459
802	1163	FF_904	2	1131	BUF_47	BUF_148
802	1163	FF_904	3	1104	BUF_12	BUF_47
802	1163	FF_904	4	871	BUF_2	BUF_12
802	1163	FF_904	5	2	ROOT_CLK	BUF_2
803	1164	FF_150	0	1159	BUF_148	FF_150
803	1164	FF_150	1	1131	BUF_47	BUF_148
803	1164	FF_150	2	1104	BUF_12	BUF_47
803	1164	FF_150	3	871	BUF_2	BUF_12
803	1164	FF_150	4	2	ROOT_CLK	BUF_2
804	1167	FF_905	0	1177	BUF_460	FF_905
804	1167	FF_905	1	1173	BUF_149	BUF_460
804	1167	FF_905	2	1132	BUF_47	BUF_149
804	1167	FF_905	3	1104	BUF_12	BUF_47
804	1167	FF_905	4	871	BUF_2	BUF_12
804	1167	FF_905	5	2	ROOT_CLK	BUF_2
805	1168	FF_906	0	1178	BUF_460	FF_906
805	1168	FF_906	1	1173	BUF_149	BUF_460
805	1168	FF_906	2	1132	BUF_47	BUF_149
805	1168	FF_906	3	1104	BUF_12	BUF_47
805	1168	FF_906	4	871	BUF_2	BUF_12
805	1168	FF_906	5	2	ROOT_CLK	BUF_2
806	1169	FF_907	0	1179	BUF_460	FF_907
806	1169	FF_907	1	1173	BUF_149	BUF_460
806	1169	FF_907	2	1132	BUF_47	BUF_149
806	1169	FF_907	3	1104	BUF_12	BUF_47
806	1169	FF_907	4	871	BUF_2	BUF_12
806	1169	FF_907	5	2	ROOT_CLK	BUF_2
807	1170	FF_908	0	1180	BUF_460	FF_908
807	1170	FF_908	1	1173	BUF_149	BUF_460
807	1170	FF_908	2	1132	BUF_47	BUF_149
807	1170	FF_908	3	1104	BUF_12	BUF_47
807	1170	FF_908	4	871	BUF_2	BUF_12
807	1170	FF_908	5	2	ROOT_CLK	BUF_2
808	1172	FF_909	0	1181	BUF_461	FF_909
808	1172	FF_909	1	1174	BUF_149	BUF_461
808	1172	FF_909	2	1132	BUF_47	BUF_149
808	1172	FF_909	3	1104	BUF_12	BUF_47
808	1172	FF_909	4	871	BUF_2	BUF_12
808	1172	FF_909	5	2	ROOT_CLK	BUF_2
809	1173	FF_910	0	1182	BUF_461	FF_910
809	1173	FF_910	1	1174	BUF_149	BUF_461
809	1173	FF_910	2	1132	BUF_47	BUF_149
809	1173	FF_910	3	1104	BUF_12	BUF_47
809	1173	FF_910	4	871	BUF_2	BUF_12
809	1173	FF_910	5	2	ROOT_CLK	BUF_2
810	1174	FF_911	0	1183	BUF_461	FF_911
810	1174	FF_911	1	1174	BUF_149	BUF_461
810	1174	FF_911	2	1132	BUF_47	BUF_149
810	1174	FF_911	3	1104	BUF_12	BUF_47
810	1174	FF_911	4	871	BUF_2	BUF_12
810	1174	FF_911	5	2	ROOT_CLK	BUF_2
811	1176	FF_912	0	1184	BUF_462	FF_912
811	1176	FF_912	1	1175	BUF_149	BUF_462
811	1176	FF_912	2	1132	BUF_47	BUF_149
811	1176	FF_912	3	1104	BUF_12	BUF_47
811	1176	FF_912	4	871	BUF_2	BUF_12
811	1176	FF_912	5	2	ROOT_CLK	BUF_2
812	1177	FF_913	0	1185	BUF_462	FF_913
812	1177	FF_913	1	1175	BUF_149	BUF_462
812	1177	FF_913	2	1132	BUF_47	BUF_149
812	1177	FF_913	3	1104	BUF_12	BUF_47
812	1177	FF_913	4	871	BUF_2	BUF_12
812	1177	FF_913	5	2	ROOT_CLK	BUF_2
813	1178	FF_914	0	1186	BUF_462	FF_914
813	1178	FF_914	1	1175	BUF_149	BUF_462
813	1178	FF_914	2	1132	BUF_47	BUF_149
813	1178	FF_914	3	1104	BUF_12	BUF_47
813	1178	FF_914	4	871	BUF_2	BUF_12
813	1178	FF_914	5	2	ROOT_CLK	BUF_2
814	1179	FF_151	0	1176	BUF_149	FF_151
814	1179	FF_151	1	1132	BUF_47	BUF_149
814	1179	FF_151	2	1104	BUF_12	BUF_47
814	1179	FF_151	3	871	BUF_2	BUF_12
814	1179	FF_151	4	2	ROOT_CLK	BUF_2
815	1180	FF_42	0	1133	BUF_47	FF_42
815	1180	FF_42	1	1104	BUF_12	BUF_47
815	1180	FF_42	2	871	BUF_2	BUF_12
815	1180	FF_42	3	2	ROOT_CLK	BUF_2
816	1184	FF_915	0	1197	BUF_463	FF_915
816	1184	FF_915	1	1192	BUF_150	BUF_463
816	1184	FF_915	2	1187	BUF_48	BUF_150
816	1184	FF_915	3	1105	BUF_12	BUF_48
816	1184	FF_915	4	871	BUF_2	BUF_12
816	1184	FF_915	5	2	ROOT_CLK	BUF_2
817	1185	FF_916	0	1198	BUF_463	FF_916
817	1185	FF_916	1	1192	BUF_150	BUF_463
817	1185	FF_916	2	1187	BUF_48	BUF_150
817	1185	FF_916	3	1105	BUF_12	BUF_48
817	1185	FF_916	4	871	BUF_2	BUF_12
817	1185	FF_916	5	2	ROOT_CLK	BUF_2
818	1187	FF_917	0	1199	BUF_464	FF_917
818	1187	FF_917	1	1193	BUF_150	BUF_464
818	1187	FF_917	2	1187	BUF_48	BUF_150
818	1187	FF_917	3	1105	BUF_12	BUF_48
818	1187	FF_917	4	871	BUF_2	BUF_12
818	1187	FF_917	5	2	ROOT_CLK	BUF_2
819	1189	FF_918	0	1200	BUF_465	FF_918
819	1189	FF_918	1	1194	BUF_150	BUF_465
819	1189	FF_918	2	1187	BUF_48	BUF_150
819	1189	FF_918	3	1105	BUF_12	BUF_48
819	1189	FF_918	4	871	BUF_2	BUF_12
819	1189	FF_918	5	2	ROOT_CLK	BUF_2
820	1191	FF_919	0	1201	BUF_466	FF_919
820	1191	FF_919	1	1195	BUF_150	BUF_466
820	1191	FF_919	2	1187	BUF_48	BUF_150
820	1191	FF_919	3	1105	BUF_12	BUF_48
820	1191	FF_919	4	871	BUF_2	BUF_12
820	1191	FF_919	5	2	ROOT_CLK	BUF_2
821	1192	FF_920	0	1202	BUF_466	FF_920
821	1192	FF_920	1	1195	BUF_150	BUF_466
821	1192	FF_920	2	1187	BUF_48	BUF_150
821	1192	FF_920	3	1105	BUF_12	BUF_48
821	1192	FF_920	4	871	BUF_2	BUF_12
821	1192	FF_920	5	2	ROOT_CLK	BUF_2
822	1193	FF_921	0	1203	BUF_466	FF_921
822	1193	FF_921	1	1195	BUF_150	BUF_466
822	1193	FF_921	2	1187	BUF_48	BUF_150
822	1193	FF_921	3	1105	BUF_12	BUF_48
822	1193	FF_921	4	871	BUF_2	BUF_12
822	1193	FF_921	5	2	ROOT_CLK	BUF_2
823	1194	FF_152	0	1196	BUF_150	FF_152
823	1194	FF_152	1	1187	BUF_48	BUF_150
823	1194	FF_152	2	1105	BUF_12	BUF_48
823	1194	FF_152	3	871	BUF_2	BUF_12
823	1194	FF_152	4	2	ROOT_CLK	BUF_2
824	1197	FF_922	0	1207	BUF_467	FF_922
824	1197	FF_922	1	1204	BUF_151	BUF_467
824	1197	FF_922	2	1188	BUF_48	BUF_151
824	1197	FF_922	3	1105	BUF_12	BUF_48
824	1197	FF_922	4	871	BUF_2	BUF_12
824	1197	FF_922	5	2	ROOT_CLK	BUF_2
825	1199	FF_923	0	1208	BUF_468	FF_923
825	1199	FF_923	1	1205	BUF_151	BUF_468
825	1199	FF_923	2	1188	BUF_48	BUF_151
825	1199	FF_923	3	1105	BUF_12	BUF_48
825	1199	FF_923	4	871	BUF_2	BUF_12
825	1199	FF_923	5	2	ROOT_CLK	BUF_2
